"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"10018","LOC105677299","gene11300","THAP domain-containing protein 5-like",1007
"921","LOC105668203","gene317","unconventional myosin-XVIIIa-like",1751
"10026","LOC105677307","gene11309","mediator of RNA polymerase II transcription subunit 30-like",1188
"10027","LOC105677308","gene11308","gem-associated protein 7-like",494
"5123","LOC105672405","gene6817","uncharacterized LOC105672405",776
"2953","LOC105670235","gene4859","malignant T-cell-amplified sequence 1 homolog",883
"3529","LOC105670811","gene5353","odorant receptor 4-like",1301
"7012","LOC105674294","gene8557","myb-like protein D",1040
"6516","LOC105673798","gene8081","protein CWC15 homolog",918
"2945","LOC105670227","gene4856","cullin-5",4791.66666666667
"6496","LOC105673778","gene8089","adenylosuccinate lyase",2373
"3342","LOC105670624","gene5237","protein enhancer of sevenless 2B",3590
"2949","LOC105670231","gene4853","lactoylglutathione lyase",1815.5
"7317","LOC105674599","gene8889","DDRGK domain-containing protein 1",1037
"6778","LOC105674060","gene8337","uncharacterized LOC105674060",3677
"6294","LOC105673576","gene7815","homologous-pairing protein 2 homolog",737
"8977","LOC105676258","gene10667","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I",1529.5
"5891","LOC105673173","gene7446","probable cardiolipin synthase (CMP-forming)",1205
"7759","LOC105675040","gene9255","uncharacterized LOC105675040",2360
"1171","LOC105668453","gene3253","protein krueppel-like",4744
"1654","LOC105668936","gene3702","gamma-secretase subunit pen-2",781
"7758","LOC105675039","gene9254","zinc transporter 9",2286.66666666667
"8344","LOC105675625","gene9681","uncharacterized LOC105675625",3112
"5894","LOC105673176","gene7448","bolA-like protein DDB_G0274169",834
"7054","LOC105674336","gene8880","protein FANTASTIC FOUR 1-like",452
"7568","LOC105674849","gene9065","Y L amino acid transporter 2",4844
"50","LOC105667332","gene2229","proton-coupled amino acid transporter 4-like",5803.5
"7517","LOC105674798","gene9060","uncharacterized LOC105674798",1037
"7658","LOC105674939","gene9061","protein max",1242.5
"1447","LOC105668729","gene3573","nuclear factor NF-kappa-B p100 subunit",3057
"1551","LOC105668833","gene3570","la-related protein 7",2711
"1452","LOC105668734","gene3571","60S ribosomal protein L24",594
"4145","LOC105671427","gene5909","mitochondrial inner membrane protease subunit 1",1088
"7714","LOC105674995","gene9250","allatostatins",1558
"12257","LOC105679538","gene1594","putative nuclease HARBI1",1355.5
"12251","LOC105679532","gene1590","uncharacterized LOC105679532",832
"12267","LOC105679548","gene1599","inositol monophosphatase 1-like",1302
"11535","LOC105678816","gene12629","ribonuclease P/MRP protein subunit POP5",730
"8447","LOC105675728","gene9920","uncharacterized LOC105675728",1340
"318","LOC105667600","gene2483","uncharacterized LOC105667600",636.5
"320","LOC105667602","gene2482","mitochondrial import inner membrane translocase subunit Tim10 B",934.5
"324","LOC105667606","gene2485","uncharacterized LOC105667606",973
"312","LOC105667594","gene2487","uncharacterized LOC105667594",3773.33333333333
"323","LOC105667605","gene2486","uncharacterized LOC105667605",749
"6426","LOC105673708","gene8033","exportin-4-like",4919
"11861","LOC105679142","gene12957","protein FAM114A2",2595
"11329","LOC105678610","gene12484","cyclin-dependent kinases regulatory subunit",1317
"11338","LOC105678619","gene12488","putative protein MSS51 homolog, mitochondrial",1458
"4969","LOC105672251","gene60","uncharacterized LOC105672251",1369
"5507","LOC105672789","gene7218","uncharacterized LOC105672789",790
"1989","LOC105669271","gene3966","uncharacterized LOC105669271",1180.5
"4281","LOC105671563","gene6061","uncharacterized LOC105671563",2565
"1621","LOC105668903","gene3680","ruvB-like 1",1041
"1686","LOC105668968","gene3681","solute carrier family 35 member E3-like",1442
"1986","LOC105669268","gene3962","uncharacterized LOC105669268",989
"689","LOC105667971","gene2811","PCI domain-containing protein 2",1379
"730","LOC105668012","gene2817","probable 28S ribosomal protein S16, mitochondrial",669
"690","LOC105667972","gene2815","uncharacterized LOC105667972",1081.5
"8376","LOC105675657","gene9806","uncharacterized LOC105675657",409
"9859","LOC105677140","gene11174","uncharacterized LOC105677140",1834
"9908","LOC105677189","gene11175","uncharacterized LOC105677189",597
"9910","LOC105677191","gene11173","uncharacterized LOC105677191",882
"12596","LOC105679877","gene1862","prefoldin subunit 1",714
"12595","LOC105679876","gene1863","protein SCO1 homolog, mitochondrial",996
"12594","LOC105679875","gene1861","nuclear RNA export factor 2",2019
"8514","LOC105675795","gene9803","odorant receptor 4-like",657
"10551","LOC105677832","gene11772","uncharacterized LOC105677832",2310
"10540","LOC105677821","gene11792","clavesin-2-like",1446
"7721","LOC105675002","gene9212","HAUS augmin-like complex subunit 3",2270
"10544","LOC105677825","gene11796","7-methylguanosine phosphate-specific 5'-nucleotidase",1145
"10543","LOC105677824","gene11797","protein SAAL1",1132
"9213","LOC105676494","gene10552","chromosome transmission fidelity protein 8 homolog",439
"9214","LOC105676495","gene10551","small nuclear ribonucleoprotein F",570
"9212","LOC105676493","gene10550","leukocyte receptor cluster member 1 homolog",1037
"8853","LOC105676134","gene10229","uncharacterized LOC105676134",2199
"5654","LOC105672936","gene7324","60S ribosomal protein L37",430.5
"4928","LOC105672210","gene6660","lysine-specific demethylase 8",2493
"4955","LOC105672237","gene6669","ras-related protein Rab-21",1766
"9028","LOC105676309","gene10420","protein FAM45A-like",1317
"5160","LOC105672442","gene729","uncharacterized LOC105672442",778
"497","LOC105667779","gene2563","armadillo repeat-containing protein 6 homolog",2238
"586","LOC105667868","gene2565","39S ribosomal protein L34, mitochondrial",452
"4564","LOC105671846","gene6272","uncharacterized LOC105671846",1245
"4563","LOC105671845","gene6270","probable rRNA-processing protein EBP2 homolog",1319
"4538","LOC105671820","gene6277","fatty acyl-CoA reductase 1-like",1903
"4568","LOC105671850","gene6274","protein-S-isoprenylcysteine O-methyltransferase",1449
"4567","LOC105671849","gene6275","serine/threonine-protein kinase pelle",1857
"9013","LOC105676294","gene1085","protein BCCIP homolog",1107
"2588","LOC105669870","gene4391","uncharacterized LOC105669870",2269.5
"11498","LOC105678779","gene12549","LMBR1 domain-containing protein 2 homolog",3938
"11522","LOC105678803","gene12542","solute carrier family 35 member E2-like",1935
"11418","LOC105678699","gene12540","DNA-directed RNA polymerase II subunit RPB9",677.4
"11413","LOC105678694","gene12541","prenylcysteine oxidase-like",2079
"774","LOC105668056","gene300","uncharacterized LOC105668056",2085
"9069","LOC105676350","gene1088","nuclear pore complex protein Nup107",3500
"10964","LOC105678245","gene1263","NADH-ubiquinone oxidoreductase subunit 8",885
"12593","LOC105679874","gene1679","28S ribosomal protein S29, mitochondrial",1427
"2447","LOC105669729","gene4537","coiled-coil domain-containing protein 130 homolog",1151
"2504","LOC105669786","gene4535","potassium voltage-gated channel subfamily H member 6",10763.2727272727
"1745","LOC105669027","gene3749","",290.6
"5705","LOC105672987","gene7322","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6",1665
"7255","LOC105674537","gene8639","uncharacterized LOC105674537",1196
"12759","LOC105680040","gene2043","adenosine deaminase-like protein",1225.5
"5165","LOC105672447","gene7037","ubiquitin-like domain-containing CTD phosphatase 1",1992
"10158","LOC105677439","gene11545","transport and Golgi organization protein 11",1415
"8112","LOC105675393","gene9582","ras-related protein Rab-6.2",1518
"379","LOC105667661","gene2518","uncharacterized LOC105667661",750
"3496","LOC105670778","gene5378","endocuticle structural glycoprotein SgAbd-2-like",1405
"3478","LOC105670760","gene5373","RNA polymerase I-specific transcription initiation factor RRN3",1905
"7843","LOC105675124","gene9336","uncharacterized LOC105675124",2846
"3319","LOC105670601","gene5216","protein RER1",1244
"3347","LOC105670629","gene5219","post-GPI attachment to proteins factor 3",1329
"10060","LOC105677341","gene11328","uncharacterized LOC105677341",2577.5
"12030","LOC105679311","gene1386","egl nine homolog 3-like",1516
"3996","LOC105671278","gene5896","5'-AMP-activated protein kinase catalytic subunit alpha-2",1944
"8647","LOC105675928","gene10052","DNA helicase MCM9-like",1915.5
"12448","LOC105679729","gene1831","28S ribosomal protein S21, mitochondrial",455
"8651","LOC105675932","gene10050","uncharacterized LOC105675932",1777
"12020","LOC105679301","gene1381","uncharacterized LOC105679301",1242
"8422","LOC105675703","gene9823","tyrosine kinase receptor Cad96Ca-like",5214
"3993","LOC105671275","gene5898","Niemann-Pick C1 protein-like",6729
"2335","LOC105669617","gene4295","uncharacterized LOC105669617",932.5
"8261","LOC105675542","gene9453","delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",1274
"8262","LOC105675543","gene9452","EF-hand calcium-binding domain-containing protein 2-like",905.333333333333
"6097","LOC105673379","gene7701","uncharacterized LOC105673379",6361
"7482","LOC105674763","gene8986","protein chibby homolog 1",613
"8664","LOC105675945","gene1064","probable oligoribonuclease",476
"8857","LOC105676138","gene1063","uncharacterized LOC105676138",651
"7484","LOC105674765","gene8984","putative cystathionine gamma-lyase 2",2412
"7622","LOC105674903","gene9007","protein D2-like",787
"6146","LOC105673428","gene7706","uncharacterized LOC105673428",942.5
"7485","LOC105674766","gene8983","",297.285714285714
"4027","LOC105671309","gene5967","ADP-ribosylation factor-like protein 8B-A",1390
"3909","LOC105671191","gene5966","uncharacterized LOC105671191",7639
"4192","LOC105671474","gene5969","RPII140-upstream gene protein",1031.5
"4190","LOC105671472","gene5968","twinfilin",1697.75
"12318","LOC105679599","gene19","protein Peter pan",1635
"402","LOC105667684","gene2542","solute carrier organic anion transporter family member 1A5",3787
"5486","LOC105672768","gene7186","solute carrier family 2, facilitated glucose transporter member 1-like",3611.25
"5487","LOC105672769","gene7185","probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial",1500.5
"5494","LOC105672776","gene7181","10 kDa heat shock protein, mitochondrial",721
"5493","LOC105672775","gene7180","something about silencing protein 10",1458
"11946","LOC105679227","gene12971","prefoldin subunit 3",1100
"10276","LOC105677557","gene11501","40S ribosomal protein S23",594
"10326","LOC105677607","gene11500","NFU1 iron-sulfur cluster scaffold homolog, mitochondrial-like",1089
"4849","LOC105672131","gene6590","uncharacterized LOC105672131",2070.5
"1379","LOC105668661","gene3514","beclin-1-like protein",1440
"1434","LOC105668716","gene3517","exosome complex component RRP46",781
"9750","LOC105677031","gene11057","translation initiation factor IF-3, chloroplastic",802
"603","LOC105667885","gene2609","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",761
"601","LOC105667883","gene2608","ribonucleoside-diphosphate reductase subunit M2 B",2077
"5563","LOC105672845","gene7235","transmembrane protein 208",2475
"5564","LOC105672846","gene7236","uncharacterized protein C20orf24 homolog",765
"554","LOC105667836","gene2606","zinc finger protein 622",1973
"5556","LOC105672838","gene7233","leucine-rich repeat-containing protein 48-like",1739
"5559","LOC105672841","gene7232","enoyl-CoA delta isomerase 1, mitochondrial-like",1034
"4271","LOC105671553","gene6049","excitatory amino acid transporter 3",1880.125
"4268","LOC105671550","gene6045","eukaryotic translation initiation factor 4H",2083.5
"4246","LOC105671528","gene6043","mitochondrial import inner membrane translocase subunit Tim22",1055
"4245","LOC105671527","gene6042","very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase",1561.4
"3745","LOC105671027","gene5585","ERI1 exoribonuclease 3",917.5
"3744","LOC105671026","gene5587","replication factor C subunit 5",1263
"3719","LOC105671001","gene5583","uncharacterized LOC105671001",2238
"3720","LOC105671002","gene5589","F-box only protein 21-like",1667.66666666667
"10994","LOC105678275","gene12206","uncharacterized LOC105678275",1719
"154","LOC105667436","gene2335","odorant receptor 82a-like",1395
"9598","LOC105676879","gene10934","aminopeptidase N-like",2020
"9935","LOC105677216","gene11154","pyridoxal kinase",1480
"9863","LOC105677144","gene11150","barrier-to-autointegration factor",954
"9941","LOC105677222","gene11151","NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",1022
"2853","LOC105670135","gene4769","probable cytochrome P450 6g2",4232
"9885","LOC105677166","gene11158","uncharacterized LOC105677166",2855
"6422","LOC105673704","gene8019","surfeit locus protein 1",1382
"2508","LOC105669790","gene4474","uncharacterized LOC105669790",3479
"12419","LOC105679700","gene1809","HIG1 domain family member 2A, mitochondrial",561
"6858","LOC105674140","gene8394","uncharacterized LOC105674140",1467
"2417","LOC105669699","gene4357","vesicle-associated membrane protein-associated protein A",2092
"2416","LOC105669698","gene4356","methylosome protein 50",2829
"2419","LOC105669701","gene4353","protein SREK1IP1-like",979
"7787","LOC105675068","gene9272","uncharacterized LOC105675068",374
"8813","LOC105676094","gene10207","UPF0488 protein CG14286",715
"8902","LOC105676183","gene10200","ketohexokinase-like",1318
"6437","LOC105673719","gene8015","uncharacterized LOC105673719",1667
"8920","LOC105676201","gene10274","arginine--tRNA ligase, cytoplasmic",2187
"3629","LOC105670911","gene5443","protein phosphatase 1H",2621.5
"4869","LOC105672151","gene6608","trichohyalin",1769
"6335","LOC105673617","gene7953","tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A",1333.5
"6654","LOC105673936","gene8277","ATP-dependent RNA helicase DHX36-like",3258
"3075","LOC105670357","gene5000","nucleolar protein 11",2062
"3092","LOC105670374","gene5004","selenium-binding protein 1",2416
"11926","LOC105679207","gene13030","uncharacterized LOC105679207",1033
"11885","LOC105679166","gene13032","uncharacterized LOC105679166",1963
"2346","LOC105669628","gene4304","uncharacterized LOC105669628",978
"11699","LOC105678980","gene12785","acidic leucine-rich nuclear phosphoprotein 32 family member A",3800.5
"11706","LOC105678987","gene12787","uncharacterized LOC105678987",573
"6438","LOC105673720","gene8013","fibril-forming collagen alpha chain-like",4971
"11470","LOC105678751","gene12564","uncharacterized LOC105678751",1542
